AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
96200.0,262200.0,12470.0,-22947,-560,2,Cash loans,Working,Secondary / secondary special,Married,Rented apartment,2,0,Y,Y,0
79900.0,172300.0,8020.0,-19396,-448,4,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
168900.0,566500.0,36880.0,-8506,-1932,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,N,0
134400.0,366100.0,20090.0,-21880,-314,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
79100.0,286800.0,18720.0,-21534,-44,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
202500.0,769900.0,33600.0,-14794,-856,1,Cash loans,Pensioner,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
185800.0,627800.0,41330.0,-17085,-664,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
123000.0,313100.0,16530.0,-23356,-925,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
127300.0,404000.0,18600.0,-16224,-2559,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,1,N,Y,1
186300.0,462100.0,27620.0,-22219,-36,3,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,N,0
267000.0,1131500.0,70970.0,-9004,-70,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
127800.0,494500.0,21380.0,-10740,-539,2,Revolving loans,Pensioner,Incomplete higher,Married,House / apartment,2,0,Y,Y,0
204300.0,639700.0,43290.0,-14753,-4017,2,Cash loans,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,1
195400.0,861100.0,51770.0,-17067,-338,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
228600.0,748900.0,37710.0,-20787,-10632,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,Y,1
150200.0,403600.0,18540.0,-23552,-2991,1,Cash loans,Working,Secondary / secondary special,Married,Rented apartment,2,0,Y,Y,0
93300.0,192000.0,10020.0,-13919,-1112,1,Revolving loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
116900.0,382000.0,18230.0,-8432,-1857,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
174800.0,720700.0,39530.0,-20545,-1335,1,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,2,1,N,N,1
365600.0,1513600.0,94340.0,-17383,-1524,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
115600.0,396800.0,23480.0,-10861,-1587,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
220200.0,630300.0,33620.0,-15622,-1910,1,Cash loans,Commercial associate,Higher education,Widow,Rented apartment,2,0,N,Y,0
125000.0,444500.0,20040.0,-19599,-114,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
155600.0,600300.0,40150.0,-20051,-1750,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
314200.0,914800.0,44850.0,-15699,-2304,2,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,1
215800.0,665900.0,32780.0,-12575,-679,3,Cash loans,Working,Lower secondary,Married,House / apartment,2,0,N,Y,0
79200.0,288100.0,16940.0,-23319,-7018,2,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,3,0,N,N,1
110600.0,460900.0,28590.0,-18331,-284,4,Cash loans,Pensioner,Higher education,Married,With parents,2,0,N,N,1
276000.0,1086300.0,73420.0,-14231,-4406,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
158100.0,294100.0,19760.0,-12177,-2060,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,0
82900.0,177100.0,11650.0,-19419,-1993,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,N,N,0
97800.0,401200.0,21390.0,-11562,-3812,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
209300.0,847900.0,39290.0,-10429,-3254,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,1
242100.0,689900.0,39460.0,-16185,-773,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
148600.0,501900.0,21300.0,-12330,-2231,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,N,0
507700.0,2155600.0,101530.0,-17777,-94,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
222400.0,947700.0,39870.0,-9565,-1138,3,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,1,0,N,Y,0
130400.0,510400.0,23830.0,-18195,-5071,1,Cash loans,Pensioner,Secondary / secondary special,Married,Municipal apartment,3,0,N,Y,1
97900.0,231600.0,12590.0,-12223,-584,4,Cash loans,Working,Incomplete higher,Married,With parents,2,0,N,N,0
90500.0,341300.0,17820.0,-7674,-93,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,0
174200.0,361100.0,18630.0,-9710,-1597,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
115300.0,485800.0,30900.0,-22674,-801,2,Cash loans,State servant,Higher education,Married,House / apartment,2,0,N,N,1
340100.0,749100.0,44610.0,-21609,-872,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,N,1
306600.0,1100200.0,73000.0,-11424,-1594,1,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
202100.0,696800.0,37330.0,-20179,-1774,1,Cash loans,Working,Higher education,Separated,House / apartment,2,1,Y,Y,1
81700.0,318400.0,15630.0,-17450,-1050,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
105200.0,346000.0,15640.0,-23273,-1293,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,1,0,Y,N,0
275900.0,541000.0,32170.0,-13674,-7099,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,1
111100.0,411700.0,26300.0,-18622,-5752,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,N,Y,1
258100.0,731600.0,34220.0,-8691,-2116,2,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,3,0,N,Y,0
186700.0,497500.0,32260.0,-14038,-321,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
151100.0,676600.0,37680.0,-23159,-814,1,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,1,1,Y,N,0
103600.0,351600.0,16080.0,-16332,-3919,2,Cash loans,Pensioner,Higher education,Separated,Rented apartment,2,0,N,Y,0
140500.0,522500.0,30680.0,-12296,-1006,1,Cash loans,Working,Higher education,Single / not married,Municipal apartment,2,0,N,N,0
161900.0,521500.0,28950.0,-9603,-3028,2,Cash loans,Working,Higher education,Single / not married,House / apartment,2,1,N,Y,0
246800.0,957300.0,40910.0,-18976,-1223,4,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,N,0
94600.0,362400.0,18980.0,-18033,-3613,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
129100.0,461400.0,28790.0,-13679,-65,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
150600.0,676800.0,38200.0,-22952,-1039,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
205100.0,623800.0,30770.0,-8027,-1452,2,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,N,Y,0
93500.0,346600.0,22930.0,-12551,-3637,4,Cash loans,Pensioner,Higher education,Separated,House / apartment,2,0,N,Y,0
76200.0,301300.0,14520.0,-22472,-1717,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
206300.0,580800.0,28210.0,-12828,-347,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
68900.0,209100.0,10710.0,-11724,-3962,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,1,Y,Y,1
280000.0,1236700.0,80700.0,-16255,-1561,1,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,0,N,N,0
136200.0,257000.0,14190.0,-20909,-208,4,Cash loans,Commercial associate,Higher education,Separated,House / apartment,2,0,Y,Y,0
67900.0,183700.0,10970.0,-9327,-1138,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
115800.0,360500.0,24290.0,-22825,-2192,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
178000.0,321100.0,20030.0,-20447,-1095,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,Y,N,0
112800.0,476900.0,22170.0,-10583,-3737,2,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
148700.0,382600.0,23910.0,-19112,-1006,2,Cash loans,Commercial associate,Higher education,Single / not married,House / apartment,2,0,N,N,0
213200.0,532100.0,32700.0,-13856,-1599,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
133100.0,534400.0,25680.0,-14135,-433,2,Cash loans,Working,Secondary / secondary special,Married,Rented apartment,2,0,N,Y,0
92200.0,235200.0,11870.0,-20258,-1312,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
126800.0,453400.0,27410.0,-23143,-460,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,N,Y,1
298800.0,1200600.0,57870.0,-9705,-465,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,N,N,0
342000.0,1347400.0,63880.0,-14430,-599,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,N,Y,1
53600.0,209600.0,12640.0,-15399,-82,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,With parents,3,0,N,N,0
254100.0,518200.0,33630.0,-13717,-325,2,Revolving loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
166900.0,336400.0,14780.0,-13507,-1008,2,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
233700.0,614200.0,32920.0,-8510,-256,4,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Y,Y,0
111800.0,212100.0,12260.0,-18687,-261,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,0
60800.0,191600.0,11420.0,-14680,-6282,1,Cash loans,State servant,Higher education,Single / not married,House / apartment,1,0,Y,Y,0
197300.0,565400.0,38390.0,-10800,-1017,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
92000.0,304000.0,18160.0,-20784,-944,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
73600.0,191900.0,11150.0,-20568,-569,3,Cash loans,Pensioner,Secondary / secondary special,Married,Municipal apartment,3,0,N,Y,0
76200.0,237100.0,16060.0,-15487,-1311,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
198900.0,537800.0,23440.0,-12466,-1655,2,Cash loans,Pensioner,Higher education,Separated,House / apartment,2,0,N,Y,0
157900.0,367400.0,16140.0,-17925,-989,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,N,1
217800.0,773900.0,43790.0,-12301,-914,3,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
205800.0,744600.0,38220.0,-11463,-2201,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
119300.0,481800.0,21450.0,-19410,-5462,2,Cash loans,Working,Secondary / secondary special,Single / not married,Municipal apartment,2,0,N,Y,1
142200.0,591800.0,29570.0,-8318,-1743,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,0
114000.0,422000.0,25120.0,-9193,-230,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
132600.0,484800.0,31460.0,-7779,-1204,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,3,0,N,N,1
90800.0,177300.0,7880.0,-10128,-36,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
179000.0,375300.0,21030.0,-8778,-1831,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
252100.0,1006900.0,50040.0,-23673,-1140,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
97900.0,237800.0,14110.0,-12311,-1233,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
279500.0,771400.0,43420.0,-10069,-1619,1,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,0,N,Y,0
155900.0,341800.0,22590.0,-11543,-2478,1,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,3,0,Y,N,1
166100.0,386500.0,16610.0,-22714,-2387,1,Cash loans,Working,Secondary / secondary special,Married,With parents,2,0,Y,Y,0
63000.0,245300.0,13300.0,-16029,-83,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
59700.0,149700.0,7040.0,-13533,-2435,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
158300.0,476900.0,26690.0,-21706,-3234,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,1
218600.0,483000.0,31010.0,-14018,-128,3,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,N,Y,0
105300.0,382300.0,25110.0,-13054,-712,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
339400.0,1278300.0,66920.0,-11001,-2868,1,Cash loans,Working,Higher education,Widow,House / apartment,2,0,Y,Y,0
212700.0,590600.0,37270.0,-13741,-1240,5,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3,0,Y,N,0
93500.0,366400.0,18060.0,-12759,-2167,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
149600.0,366200.0,15440.0,-18555,-1274,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
508100.0,1863800.0,119720.0,-12324,-5749,4,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,1
79100.0,298300.0,13450.0,-16946,-5025,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,0
191800.0,846900.0,35960.0,-8729,-602,4,Revolving loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
125300.0,304100.0,15570.0,-10744,-890,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,N,N,0
209700.0,430500.0,22330.0,-14217,-1030,3,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
277500.0,696600.0,30660.0,-22727,-200,1,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,0,N,N,0
121400.0,258800.0,16350.0,-13733,-945,4,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,1
257700.0,581900.0,30580.0,-18342,-2722,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,3,1,Y,Y,0
447100.0,1208100.0,66130.0,-11769,-3427,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
152200.0,444100.0,21710.0,-9711,-3137,3,Cash loans,Working,Secondary / secondary special,Married,Rented apartment,2,0,N,N,0
218000.0,924300.0,51110.0,-8610,-36,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
109600.0,255200.0,15810.0,-12578,-2839,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
148700.0,657800.0,43130.0,-10204,-1275,2,Cash loans,Pensioner,Higher education,Widow,House / apartment,3,1,N,Y,0
134800.0,537500.0,36140.0,-10466,-421,3,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,0
219400.0,917100.0,48690.0,-19896,-1261,2,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,1,N,N,0
269000.0,1159300.0,78530.0,-7924,-1350,4,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,N,0
139400.0,534400.0,26540.0,-16634,-1040,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
317000.0,1245700.0,52550.0,-13768,-7194,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,1
316500.0,943800.0,58480.0,-15811,-1751,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
224900.0,714800.0,33340.0,-16715,-1228,3,Cash loans,Working,Higher education,Separated,House / apartment,2,0,N,Y,1
113800.0,491400.0,21310.0,-12706,-638,3,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
108500.0,306100.0,20210.0,-12412,-36,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,1,0,N,N,0
98100.0,187700.0,11750.0,-19456,-1722,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
236700.0,913500.0,40810.0,-21672,-1573,1,Revolving loans,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
80300.0,268800.0,16720.0,-10765,-1328,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,1,Y,N,0
206600.0,826400.0,52840.0,-9239,-1409,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
85800.0,171900.0,11270.0,-22098,-3387,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
222300.0,773000.0,43390.0,-13293,-695,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
148500.0,366600.0,22100.0,-16530,-1459,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,0
286900.0,1216100.0,75180.0,-13448,-2080,2,Cash loans,Working,Secondary / secondary special,Civil marriage,Rented apartment,2,0,Y,Y,1
260600.0,546400.0,32730.0,-9692,-430,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
301800.0,1230200.0,72360.0,-17141,-4726,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,1
305700.0,623400.0,35060.0,-16109,-2439,2,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
158200.0,295500.0,16090.0,-10932,-100,3,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
82500.0,200900.0,13640.0,-14932,-3658,2,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,2,1,Y,Y,0
87000.0,234800.0,11920.0,-20477,-4853,1,Cash loans,Working,Incomplete higher,Single / not married,House / apartment,2,0,N,N,1
51900.0,181200.0,8030.0,-17158,-2882,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
85700.0,184700.0,11430.0,-9227,-1014,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,1,Y,Y,1
152400.0,454300.0,21610.0,-16477,-9461,4,Revolving loans,Pensioner,Secondary / secondary special,Separated,House / apartment,3,0,N,Y,1
111300.0,261700.0,14620.0,-18963,-242,4,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,0
134600.0,553100.0,24610.0,-20409,-1404,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,N,0
188400.0,362000.0,21030.0,-17780,-341,4,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
126500.0,349300.0,23240.0,-10123,-1056,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
84000.0,294400.0,17900.0,-19083,-4790,2,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
143400.0,611600.0,29100.0,-18555,-2887,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
94000.0,389500.0,26190.0,-8062,-1488,2,Revolving loans,Pensioner,Higher education,Married,House / apartment,1,0,Y,N,0
128600.0,542300.0,27110.0,-14287,-797,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
288200.0,567700.0,30290.0,-13021,-4971,5,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,0,N,Y,0
128600.0,523500.0,28770.0,-18428,-838,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,N,Y,1
357000.0,1394400.0,94480.0,-11143,-74,3,Cash loans,State servant,Secondary / secondary special,Single / not married,Municipal apartment,2,0,N,N,0
301300.0,1276500.0,55900.0,-17166,-1854,4,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
110200.0,291100.0,17500.0,-22346,-822,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
84500.0,360100.0,18510.0,-20491,-304,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
143400.0,414000.0,18230.0,-22478,-4982,3,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,0
262100.0,920500.0,61040.0,-23395,-1851,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,1
115300.0,339600.0,19470.0,-7841,-1267,3,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
231900.0,685200.0,42200.0,-17678,-1597,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,N,0
269500.0,882900.0,42600.0,-14304,-120,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,N,0
100000.0,276100.0,17060.0,-21488,-55,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,Y,N,0
105000.0,413700.0,26290.0,-11717,-4215,2,Revolving loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,1
210300.0,738300.0,39280.0,-23436,-72,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
158900.0,581900.0,33090.0,-17533,-1744,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,0
104500.0,253300.0,17040.0,-20423,-646,2,Cash loans,Working,Higher education,Married,House / apartment,3,0,Y,Y,0
123500.0,545600.0,34930.0,-9045,-2125,1,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,Y,Y,1
142200.0,509400.0,27290.0,-10618,-611,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
67300.0,157000.0,9310.0,-19858,-69,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
216000.0,826500.0,51570.0,-8023,-1449,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,3,0,Y,N,0
115900.0,263000.0,11210.0,-20798,-680,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
45000.0,88700.0,5080.0,-7894,-1319,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
145500.0,469100.0,31710.0,-18230,-2714,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,N,Y,1
101600.0,334700.0,22300.0,-13537,-2216,4,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,N,Y,0
342600.0,791500.0,50370.0,-17497,-782,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,Y,Y,0
109900.0,301200.0,13480.0,-18856,-2515,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
85100.0,370500.0,25140.0,-13174,-4747,2,Cash loans,Working,Higher education,Married,House / apartment,1,1,Y,N,1
189800.0,487700.0,28210.0,-9405,-1719,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
105800.0,234900.0,11230.0,-8789,-2215,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
99700.0,446600.0,26590.0,-17135,-3669,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,1
190000.0,497100.0,31950.0,-16037,-3388,1,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
87500.0,318200.0,14290.0,-19598,-791,1,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
71100.0,172400.0,11350.0,-15862,-8750,1,Cash loans,Working,Higher education,Widow,House / apartment,1,1,N,N,1
349100.0,1146900.0,75610.0,-14459,-52,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
196800.0,559500.0,23690.0,-14067,-7493,1,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,0,Y,Y,1
129000.0,567100.0,37090.0,-8095,-515,1,Cash loans,Pensioner,Higher education,Married,House / apartment,3,0,N,Y,0
147000.0,436400.0,29070.0,-13062,-1060,2,Cash loans,Pensioner,Secondary / secondary special,Married,With parents,2,1,Y,N,0
189600.0,640300.0,27520.0,-23355,-3929,2,Cash loans,Commercial associate,Lower secondary,Married,House / apartment,1,0,N,N,1
239600.0,1042500.0,51760.0,-21709,-511,1,Revolving loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
100900.0,451100.0,23320.0,-12963,-464,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
176900.0,367000.0,18740.0,-17116,-1881,2,Cash loans,Working,Lower secondary,Single / not married,House / apartment,2,1,Y,Y,0
114300.0,463200.0,28600.0,-21287,-2232,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
134000.0,379400.0,19470.0,-14761,-36,5,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
159600.0,543600.0,36350.0,-7958,-1093,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
146800.0,412900.0,28020.0,-8867,-1226,2,Revolving loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,N,N,0
212700.0,613200.0,30810.0,-15872,-579,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
187900.0,418800.0,23130.0,-23250,-1442,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
69300.0,231900.0,13100.0,-18810,-306,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
74700.0,244700.0,13960.0,-8809,-714,2,Cash loans,State servant,Secondary / secondary special,Widow,House / apartment,3,1,N,Y,0
122400.0,282900.0,14630.0,-10713,-2281,2,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,Y,N,0
367400.0,1198700.0,55520.0,-20066,-3779,5,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,N,N,0
96200.0,425900.0,18490.0,-21193,-1625,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,1,Y,Y,0
132700.0,494800.0,22150.0,-17597,-142,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
